EIN,"""form_year"":","""fiscalYearEnd"":","""form_type"":","""changeOfAccounting"":","""fs_contributions"":","""fs_program_service_revenue"":","""fs_other"":","""fs_miscellaneous"":","""ngla_revenue"":","""ngla_contrib_revenue"":","""ngla_grant_revenue"":","""ngla_prog_serv_revenue"":","""ngla_invest_revenue"":","""ngla_special_revenue"":","""ngla_sales_revenue"":","""ngla_other_revenue"":","""ngla_expense"":","""ngla_prog_expense"":","""ngla_admin_expense"":","""ngla_fund_expense"":","""ngla_net_gain_loss"":","""quick_ratio"":","""months_of_cash"":","""fringe_rate"":"
04-3766364,2009,2010,"""9""","""""",1314743.0,1099801.0,3501.0,19073.0,2437118.0,270710.0,1044033.0,1099801.0,3501.0,0.0,0.0,19073.0,1911032.0,1235424.0,675608.0,null,526086.0,6.497223494914322,2.0536830107755053,0.2032749267880443
04-3766364,2010,2011,"""9""","""""",5304048.0,1250387.0,3603.0,0.0,6558038.0,1010940.0,4293108.0,1250387.0,3603.0,0.0,0.0,0.0,0.0,0.0,null,null,6558038.0,3.620194007645556,-208.48200301745814,0.20521010825428312
04-3766364,2011,2012,"""9""","""""",1326073.0,1850425.0,8219.0,0.0,3184717.0,81161.0,1244912.0,1850425.0,8219.0,0.0,0.0,0.0,3490419.0,2023556.0,1466863.0,null,-305702.0,8.131845408564466,5.364825336848397,0.23760941603496258
04-3766364,2012,2013,"""9""","""""",1245488.0,2755928.0,2485.0,0.0,4003901.0,129790.0,1115698.0,2755928.0,2485.0,0.0,0.0,0.0,4023003.0,2111017.0,1911986.0,null,-19102.0,5.129123452470968,4.821629431712424,0.21805025224951144
04-3766364,2013,2014,"""9""","""""",1120913.0,2506840.0,2867.0,0.0,3630620.0,152922.0,967991.0,2506840.0,2867.0,0.0,0.0,0.0,4440661.0,2697180.0,1743481.0,null,-810041.0,5.119483686289062,2.9905017286375815,0.22751337455707635
04-3766364,2014,2015,"""9""","""""",2211305.0,2621954.0,2192.0,16759.0,4852210.0,694041.0,1517264.0,2621954.0,2192.0,0.0,0.0,16759.0,4958860.0,3884545.0,1074315.0,0.0,-106650.0,3.2496582398172102,2.6734568382174446,0.18696401472269575
04-3766364,2015,2016,"""9""","""""",2784023.0,2824893.0,45720.0,140075.0,5794711.0,1214355.0,1569668.0,2824893.0,2110.0,43610.0,0.0,140075.0,5711754.0,4325065.0,1377958.0,8731.0,82957.0,4.255358380113403,3.0721992180258835,0.19254679472420078
04-3766364,2016,2017,"""9""","""""",3628666.0,3021727.0,29462.0,48063.0,6727918.0,1329820.0,2298846.0,3021727.0,2584.0,26878.0,0.0,48063.0,6799843.0,5390239.0,1398771.0,10833.0,-71925.0,3.3134995347014744,2.937217869670035,0.18886938788738505
04-3766364,2017,2018,"""9""","""""",3122474.0,3632460.0,12649.0,30872.0,6798455.0,890003.0,2232471.0,3632460.0,4922.0,7727.0,0.0,30872.0,7458708.0,5718091.0,1737146.0,3471.0,-660253.0,2.119903323081988,2.2196069591601426,0.17927104955945503
04-3766364,2018,2019,"""9""","""""",3996714.0,4136582.0,16324.0,32980.0,8182600.0,1501667.0,2495047.0,4136582.0,7858.0,8466.0,0.0,32980.0,8487450.0,6626212.0,1856979.0,4259.0,-304850.0,1.8220468342344012,1.6658867427904487,0.19463613855377818
04-3766364,2019,2020,"""9""","""""",5674325.0,4705313.0,18908.0,24948.0,10423494.0,2836487.0,2837838.0,4705313.0,5543.0,13365.0,0.0,24948.0,9886983.0,7657286.0,2224907.0,4790.0,536511.0,1.1443288028977538,2.5583791921837875,0.18380460928235087
74-1905196,2008,2009,"""9""","""""",3314039.0,1555671.0,156581.0,41049.0,5067340.0,254788.0,3059251.0,1555671.0,156581.0,0.0,0.0,41049.0,4480139.0,2796575.0,1683564.0,0.0,587201.0,5.112153922006146,5.1233422821311905,0.23270568350535525
74-1905196,2009,2010,"""9""","""""",3728312.0,1776609.0,103043.0,3539.0,5611503.0,589979.0,3138333.0,1776609.0,103043.0,0.0,0.0,3539.0,5124611.0,3187486.0,1937125.0,0.0,486892.0,6.310710918172058,5.231785589689249,0.22580155986803455
74-1905196,2010,2011,"""9""","""""",3968697.0,1635112.0,63106.0,8555.0,5675470.0,388501.0,3580196.0,1635112.0,63106.0,0.0,0.0,8555.0,5199146.0,3033813.0,2165333.0,0.0,476324.0,6.631114087437295,4.620271280427035,0.20292551368598594
74-1905196,2011,2012,"""9""","""""",3788535.0,1639374.0,74271.0,17201.0,5519381.0,470237.0,3318298.0,1639374.0,74271.0,0.0,0.0,17201.0,5432183.0,3318827.0,2113356.0,0.0,87198.0,7.304326082657252,4.042343061115313,0.22964097247535017
74-1905196,2012,2013,"""9""","""""",3445693.0,1152924.0,67213.0,13653.0,4679483.0,363452.0,3082241.0,1152924.0,67213.0,0.0,0.0,13653.0,4618786.0,2561428.0,2057358.0,0.0,60697.0,5.625336008264647,4.647401582628976,0.23654260214097814
74-1905196,2013,2014,"""9""","""""",4160594.0,1331658.0,63492.0,138363.0,5694107.0,504106.0,3656488.0,1331658.0,63492.0,0.0,0.0,138363.0,4901487.0,2694306.0,2207181.0,0.0,792620.0,10.977060754072465,5.351181501662577,0.19623132888949532
74-1905196,2014,2015,"""9""","""""",4382385.0,1533238.0,65396.0,8843.0,5989862.0,792364.0,3590021.0,1533238.0,65396.0,0.0,0.0,8843.0,5242173.0,2814784.0,2427389.0,0.0,747689.0,15.382888540031397,6.478334673456625,0.19678837408432784
74-1905196,2015,2016,"""9""","""""",4270254.0,1522313.0,63651.0,5727.0,5861945.0,290189.0,3980065.0,1522313.0,63651.0,0.0,0.0,5727.0,5452017.0,3051623.0,2400394.0,0.0,409928.0,13.68488433934436,7.266330107092103,0.19361792351614748
74-1905196,2016,2017,"""9""","""""",5080598.0,1649589.0,56204.0,330.0,6786721.0,369355.0,4711243.0,1649589.0,56204.0,0.0,0.0,330.0,5978094.0,3190730.0,2787364.0,0.0,808627.0,13.3690072835724,6.5370335904559616,0.19563719096926577
74-1905196,2017,2018,"""9""","""""",5146689.0,1448988.0,73941.0,120947.0,6790565.0,598043.0,4548646.0,1448988.0,73941.0,0.0,0.0,120947.0,5954770.0,4191675.0,1763095.0,0.0,835795.0,13.800551067848682,6.764345916347344,0.19209184360509554
74-1905196,2018,2019,"""9""","""""",5187814.0,1110703.0,99324.0,255016.0,6652857.0,1000.0,5186814.0,1110703.0,99324.0,0.0,0.0,255016.0,6054239.0,3690260.0,2363979.0,0.0,598618.0,10.22841209275022,8.018019343516725,0.18632993923974478
74-1905196,2019,2020,"""9""","""""",5654116.0,1499620.0,134515.0,318844.0,7607095.0,0.0,5654116.0,1499620.0,134515.0,0.0,0.0,318844.0,6647134.0,4061977.0,2585157.0,0.0,959961.0,11.9216645963207,8.045998545119163,0.17116237817034274
71-0487596,2008,2009,"""9""","""""",3284424.0,4130882.0,7854.0,37313.0,7460473.0,785275.0,2499149.0,4130882.0,7854.0,0.0,0.0,37313.0,7172786.0,6762608.0,410178.0,null,287687.0,5.589564020308671,0.7913411352828724,0.12160596592929616
71-0487596,2009,2010,"""9""","""""",3676024.0,2902800.0,7983.0,9957.0,6596764.0,541576.0,3134448.0,2902800.0,7983.0,0.0,0.0,9957.0,6431048.0,5753471.0,677577.0,0.0,165716.0,4.174444292806087,1.0491632642310453,0.16121648243585907
71-0487596,2010,2011,"""9""","""""",4183623.0,2615383.0,724.0,12715.0,6812445.0,269897.0,3913726.0,2615383.0,724.0,0.0,0.0,12715.0,6418606.0,4199052.0,2219554.0,0.0,393839.0,3.0212134987120374,1.159642842450049,0.17195596234356764
71-0487596,2011,2012,"""9""","""""",4173590.0,2734108.0,3828.0,3835.0,6915361.0,810478.0,3363112.0,2734108.0,3828.0,0.0,0.0,3835.0,6416012.0,4185962.0,2230050.0,0.0,499349.0,2.969612319559854,1.2935350225678752,0.17737262161908618
71-0487596,2012,2013,"""9""","""""",3637415.0,3038046.0,2382.0,24834.0,6702677.0,439425.0,3197990.0,3038046.0,2382.0,0.0,0.0,24834.0,6494761.0,4286242.0,2208519.0,0.0,207916.0,1.7182904969684851,0.9357317602025058,0.1778417951345571
71-0487596,2013,2014,"""9""","""""",3695479.0,2539081.0,1825.0,28609.0,6264994.0,400351.0,3295128.0,2539081.0,1825.0,0.0,0.0,28609.0,6804121.0,4449421.0,2354700.0,0.0,-539127.0,1.9147087963861098,1.1692614752959718,0.1731321032683505
71-0487596,2014,2015,"""9""","""""",3584023.0,2860208.0,1829.0,2059.0,6448119.0,280954.0,3303069.0,2860208.0,1829.0,0.0,0.0,2059.0,6338590.0,4129623.0,2208967.0,0.0,109529.0,2.410786206280093,2.1321359733088947,0.16421121841576955
71-0487596,2015,2016,"""9""","""""",3928953.0,4364795.0,2661.0,7197.0,8303606.0,447077.0,3481876.0,4364795.0,2661.0,0.0,0.0,7197.0,6387569.0,4202793.0,2184776.0,0.0,1916037.0,6.959493409789402,5.6420768602274345,0.15770406118805141
71-0487596,2016,2017,"""9""","""""",3701681.0,3677373.0,2892.0,44311.0,7426257.0,398120.0,3303561.0,3677373.0,2892.0,0.0,0.0,44311.0,6917199.0,4552259.0,2364940.0,0.0,509058.0,8.04160287796757,5.638256328684054,0.16235270092444
71-0487596,2017,2018,"""9""","""""",3779839.0,3805180.0,10999.0,41463.0,7637481.0,407186.0,3372653.0,3805180.0,10999.0,0.0,0.0,41463.0,7019364.0,4586482.0,2432882.0,0.0,618117.0,5.686632660715626,6.880734393483698,0.2002596548982514
71-0487596,2018,2019,"""9""","""""",4434765.0,3317190.0,14647.0,31198.0,7797800.0,1026271.0,3408494.0,3317190.0,14647.0,0.0,0.0,31198.0,7753007.0,6153491.0,1599516.0,0.0,44793.0,5.47628816742106,5.654479963767154,0.1910014992278778
71-0487596,2019,2020,"""9""","""""",5398257.0,2818127.0,-91039.0,8173.0,8133518.0,1615450.0,3782807.0,2818127.0,-91039.0,0.0,0.0,8173.0,8552936.0,6766978.0,1757410.0,28548.0,-419418.0,3.9606289659714506,5.142499107744776,0.20442920066461998
20-0375450,2008,2008,"""Z""","""""",null,null,null,null,626551.0,482122.0,0.0,144429.0,0.0,0.0,null,0.0,654643.0,0.0,0.0,0.0,-28092.0,null,null,null
20-0375450,2009,2009,"""9""","""""",509054.0,156969.0,0.0,0.0,666023.0,89000.0,420054.0,156969.0,0.0,0.0,0.0,0.0,762364.0,531595.0,230769.0,0.0,-96341.0,0.1049976770425433,0.0,0.22951085669038881
20-0375450,2010,2010,"""9""","""""",1203063.0,159026.0,0.0,0.0,1362089.0,89000.0,1114063.0,159026.0,0.0,0.0,0.0,0.0,871149.0,670551.0,200598.0,0.0,490940.0,0.07531872619901761,0.0,0.20320574437844544
20-0375450,2011,2011,"""9""","""""",1046243.0,356105.0,0.0,0.0,1402348.0,89000.0,957243.0,356105.0,0.0,0.0,0.0,0.0,968657.0,779601.0,189056.0,0.0,433691.0,0.20570237292292598,0.0,0.21087600364860756
20-0375450,2012,2012,"""9""","""""",809118.0,420519.0,0.0,0.0,1229637.0,89000.0,720118.0,420519.0,0.0,0.0,0.0,0.0,1168470.0,936112.0,232358.0,0.0,61167.0,0.24821658175983927,0.0,0.2138610165960697
20-0375450,2013,2013,"""9""","""""",729383.0,495056.0,0.0,0.0,1224439.0,89000.0,640383.0,495056.0,0.0,0.0,0.0,0.0,1132960.0,894223.0,238737.0,0.0,91479.0,0.4233055398414377,0.0,0.24936763581143243
20-0375450,2014,2014,"""9""","""""",721819.0,540033.0,0.0,0.0,1261852.0,89000.0,632819.0,540033.0,0.0,0.0,0.0,0.0,1407971.0,1125222.0,282749.0,0.0,-146119.0,0.2752831295237887,0.0,0.20347334885037924
20-0375450,2015,2015,"""9""","""""",767540.0,840988.0,0.0,0.0,1608528.0,25813.0,741727.0,840988.0,0.0,0.0,0.0,0.0,1472076.0,1241011.0,231065.0,0.0,136452.0,0.7740619103104796,-0.17950315556811974,0.19817057122071247
20-0375450,2016,2016,"""9""","""""",1050829.0,879210.0,0.0,0.0,1930039.0,28156.0,1022673.0,879210.0,0.0,0.0,0.0,0.0,1855978.0,1586159.0,269819.0,0.0,74061.0,0.5578120331944333,-0.19546072041012127,0.1771074186048015
20-0375450,2017,2017,"""9""","""""",1283143.0,903415.0,0.0,0.0,2186558.0,29609.0,1253534.0,903415.0,0.0,0.0,0.0,0.0,2143260.0,1748190.0,395070.0,0.0,43298.0,0.44051225086003143,-0.1273865599717823,0.20571265282718504
20-0375450,2018,2018,"""9""","""""",1210075.0,1011848.0,0.0,0.0,2221923.0,55044.0,1155031.0,1011848.0,0.0,0.0,0.0,0.0,2127996.0,1803833.0,324163.0,0.0,93927.0,0.607417285198684,0.4194569158283756,0.18401323191332997
20-0375450,2019,2019,"""9""","""""",1515129.0,956250.0,0.0,0.0,2471379.0,39095.0,1476034.0,956250.0,0.0,0.0,0.0,0.0,2644750.0,2074063.0,570687.0,0.0,-173371.0,0.5501982497321232,-0.35973141877161874,0.20676393632737025
75-2541970,2008,2009,"""9""","""""",2004923.0,2695532.0,-7477.0,6390.0,4699368.0,297763.0,1707160.0,2695532.0,-6012.0,-1465.0,0.0,6390.0,4003738.0,3366753.0,636985.0,0.0,695630.0,1.4540599576890663,1.8556477871768446,0.1301975746181155
75-2541970,2009,2010,"""9""","""""",2235416.0,3925322.0,6712.0,1681.0,6169131.0,452227.0,1783189.0,3925322.0,8774.0,-2062.0,0.0,1681.0,5578855.0,4338422.0,1240433.0,0.0,590276.0,1.9205232387019695,1.6370965758310354,0.125507920998061
75-2541970,2010,2011,"""9""","""""",2333956.0,4334193.0,1930.0,1985.0,6672064.0,188938.0,2145018.0,4334193.0,-3998.0,5928.0,0.0,1985.0,6122059.0,4769349.0,1352710.0,0.0,550005.0,0.576571961359111,1.1996034405188303,0.1231198964877184
75-2541970,2011,2012,"""9""","""""",2445389.0,4510284.0,59473.0,61484.0,7076630.0,270691.0,2174698.0,4510284.0,60279.0,-806.0,0.0,61484.0,6685522.0,5953849.0,731673.0,0.0,391108.0,0.6883641485121812,1.6821280356683053,0.1273512293442798
75-2541970,2012,2013,"""9""","""""",2730619.0,4967335.0,4441.0,92007.0,7794402.0,430283.0,2300336.0,4967335.0,8811.0,-4370.0,0.0,92007.0,7382013.0,6923580.0,458433.0,0.0,412389.0,0.8492066621489401,2.516814006002885,0.13395656561397215
75-2541970,2013,2014,"""9""","""""",2704454.0,5625188.0,-5129.0,24830.0,8349343.0,251238.0,2453216.0,5625188.0,686.0,-5815.0,0.0,24830.0,7909156.0,7324642.0,584514.0,0.0,440187.0,1.1922772667626695,3.170170764605611,0.15626906158512296
75-2541970,2014,2015,"""9""","""""",3099383.0,6239815.0,-81127.0,127107.0,9385178.0,292491.0,2806892.0,6239815.0,-71282.0,-9845.0,0.0,127107.0,8116012.0,6657185.0,1458827.0,0.0,1269166.0,1.6183386817469076,5.047881678814041,0.1680517434707712
75-2541970,2015,2016,"""9""","""""",4371757.0,6767193.0,-74679.0,78554.0,11142825.0,453294.0,3918463.0,6767193.0,-65618.0,-9061.0,0.0,78554.0,9884534.0,9196710.0,687824.0,0.0,1258291.0,1.865870797687102,3.9364477876144957,0.1698598851724233
75-2541970,2016,2017,"""9""","""""",4216435.0,6975075.0,-89402.0,120060.0,11224771.0,265462.0,3950973.0,6975075.0,-79881.0,-6918.0,0.0,120060.0,10021326.0,9061101.0,960225.0,0.0,1203445.0,2.345041621248655,4.362480345115405,0.17815149398886831
75-2541970,2017,2018,"""9""","""""",5143442.0,7012787.0,-103945.0,20651.0,12072935.0,753550.0,4389892.0,7012787.0,-70327.0,-33618.0,0.0,20651.0,10756172.0,10186763.0,569409.0,0.0,1316763.0,2.372164390337325,3.318553131269067,0.1892250552068158
75-2541970,2018,2019,"""9""","""""",4338476.0,7269640.0,-100074.0,71531.0,11579573.0,193029.0,4145447.0,7269640.0,-84427.0,-15647.0,0.0,71531.0,11314491.0,8436564.0,2877927.0,0.0,265082.0,2.613031173555028,3.4258672632165608,0.17291116672329837
75-2541970,2019,2020,"""9""","""""",5032990.0,6964104.0,-132179.0,682655.0,12547570.0,339999.0,4692991.0,6964104.0,-110359.0,-21820.0,0.0,682655.0,11985370.0,9167471.0,2817899.0,0.0,562200.0,1.634885300111701,3.777209394410995,0.17333778716343295
30-0198705,2008,2008,"""9""","""""",762676.0,589919.0,5373.0,0.0,1357968.0,10957.0,751719.0,589919.0,5373.0,0.0,0.0,0.0,1287729.0,800407.0,487322.0,null,70239.0,8.639063634164046,1.6187933367326863,0.16117856038938427
30-0198705,2009,2009,"""X""","""N""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-0198705,2009,2010,"""9""","""""",1171939.0,1685804.0,948.0,1754.0,2860445.0,201587.0,970352.0,1685804.0,948.0,0.0,0.0,1754.0,2470172.0,1496040.0,974132.0,0.0,390273.0,3.1093227921938182,3.300827148490404,0.19455090406514677
30-0198705,2010,2011,"""9""","""""",1527286.0,2283015.0,1491.0,18544.0,3830336.0,447465.0,1079821.0,2283015.0,1491.0,0.0,0.0,18544.0,2943163.0,1930378.0,1012785.0,0.0,887173.0,10.208229977012689,5.725674355542422,0.1867984128295864
30-0198705,2011,2012,"""9""","""""",1292273.0,2823696.0,3948.0,102916.0,4222833.0,463129.0,829144.0,2823696.0,3948.0,0.0,0.0,102916.0,3152933.0,1649673.0,1503260.0,0.0,1069900.0,7.826509266261381,5.301015029841916,0.17359411617047746
30-0198705,2012,2013,"""9""","""""",1385712.0,2951517.0,2630.0,36585.0,4376444.0,418907.0,966805.0,2951517.0,2630.0,0.0,0.0,36585.0,3873582.0,2324105.0,1549477.0,0.0,502862.0,1.5407479921841043,5.605899908507547,0.2155344528847275
30-0198705,2013,2014,"""9""","""""",2151416.0,3391427.0,1676.0,76708.0,5621227.0,463893.0,1687523.0,3391427.0,1676.0,0.0,0.0,76708.0,5174900.0,3889290.0,1285610.0,0.0,446327.0,1.5248840732266409,4.749507510754837,0.15830729020868467
30-0198705,2014,2015,"""9""","""""",2854308.0,3890417.0,36538.0,6477.0,6787740.0,431393.0,2422915.0,3890417.0,1791.0,34747.0,0.0,6477.0,6955229.0,5709410.0,1245819.0,0.0,-167489.0,0.9672846011016012,2.1350268702897175,0.16494543360041505
30-0198705,2015,2016,"""9""","""""",4303314.0,4626087.0,26817.0,8956.0,8965174.0,1870615.0,2432699.0,4626087.0,1531.0,25286.0,0.0,8956.0,8968394.0,7165763.0,1794891.0,7740.0,-3220.0,0.8905034281066396,1.838872708149182,0.17378502093003556
30-0198705,2016,2017,"""9""","""""",9926376.0,4813859.0,-70290.0,24783.0,14694728.0,5821143.0,4105233.0,4813859.0,-65334.0,-4956.0,0.0,24783.0,10698575.0,8245594.0,2452981.0,0.0,3996153.0,0.9794514143379529,1.6718877780139076,0.1683796503400992
30-0198705,2017,2018,"""9""","""""",4157419.0,7283838.0,-36085.0,52580.0,11457752.0,1351737.0,2805682.0,7283838.0,-44080.0,7995.0,0.0,52580.0,11207343.0,8857284.0,2307270.0,42789.0,250409.0,0.7485451958850237,1.2650456889970958,0.17731420325101813
30-0198705,2018,2019,"""9""","""""",6189917.0,7199193.0,41127.0,99832.0,13530069.0,2817589.0,3372328.0,7199193.0,32299.0,8828.0,0.0,99832.0,12083466.0,9749895.0,2253041.0,80530.0,1446603.0,1.6706962268378704,2.186389914543051,0.18852898729822964
30-0198705,2019,2020,"""9""","""""",6014173.0,6834184.0,27306.0,151294.0,13026957.0,2275577.0,3738596.0,6834184.0,37888.0,-10582.0,0.0,151294.0,14128007.0,11525998.0,2426419.0,175590.0,-1101050.0,0.8514798816945762,2.496039522898241,0.18265104013793007
20-0462905,2008,2009,"""9""","""""",1080129.0,579623.0,2.0,0.0,1659754.0,219565.0,860564.0,579623.0,2.0,0.0,0.0,0.0,1556728.0,884016.0,672712.0,0.0,103026.0,0.6146930667691913,0.3537100983882991,0.1871800694905765
20-0462905,2010,2010,"""9""","""""",1056672.0,573855.0,2.0,0.0,1630529.0,84470.0,972202.0,573855.0,2.0,0.0,0.0,0.0,1520137.0,806206.0,713931.0,0.0,110392.0,0.647718111047964,0.12582321575985758,0.17739932320657284
20-0462905,2011,2011,"""9""","""""",1054916.0,565495.0,4.0,0.0,1620415.0,15531.0,1039385.0,565495.0,4.0,0.0,0.0,0.0,1566765.0,830324.0,736441.0,0.0,53650.0,0.6400503551838863,0.32409526028504804,0.1978144035743791
20-0462905,2012,2012,"""9""","""""",813225.0,578337.0,1.0,0.0,1391563.0,4849.0,808376.0,578337.0,1.0,0.0,0.0,0.0,1446763.0,730190.0,716573.0,0.0,-55200.0,0.7173847153063434,0.31858376126111354,0.18259866250513787
20-0462905,2013,2013,"""9""","""""",910793.0,682400.0,15.0,0.0,1593208.0,25879.0,884914.0,682400.0,15.0,0.0,0.0,0.0,1490814.0,701414.0,789400.0,0.0,102394.0,2.495707514676701,1.831675301416513,0.17617195360839186
20-0462905,2014,2014,"""9""","""""",930149.0,605901.0,80.0,0.0,1536130.0,16392.0,913757.0,605901.0,80.0,0.0,0.0,0.0,1615262.0,755314.0,859948.0,0.0,-79132.0,2.2702234206471497,1.545228131933031,0.23934855562106028
20-0462905,2015,2015,"""9""","""""",1161990.0,703064.0,119.0,0.0,1865173.0,19206.0,1142784.0,703064.0,119.0,0.0,0.0,0.0,1830588.0,932552.0,898036.0,0.0,34585.0,2.0618713788039837,1.840887077245944,0.20093185300228766
20-0462905,2016,2016,"""9""","""""",1729209.0,584334.0,146.0,42487.0,2356176.0,0.0,1729209.0,584334.0,146.0,0.0,0.0,42487.0,2259541.0,1440665.0,794970.0,23906.0,96635.0,4.732719131859766,1.6998966411065355,0.23558060333708378
20-0462905,2017,2017,"""9""","""""",2171697.0,535949.0,0.0,19943.0,2727589.0,0.0,2171697.0,535949.0,0.0,0.0,0.0,19943.0,2255191.0,1342668.0,912523.0,0.0,472398.0,7.529310105255845,4.332244957386172,0.2201013551766194
20-0462905,2018,2018,"""9""","""""",1572069.0,471999.0,0.0,33782.0,2077850.0,0.0,1572069.0,471999.0,0.0,0.0,0.0,33782.0,2375110.0,1403748.0,971362.0,0.0,-297260.0,1.86392136496637,0.450031755551684,0.24506631491481237
20-0462905,2019,2019,"""9""","""""",1984553.0,453212.0,0.0,261442.0,2699207.0,0.0,1984553.0,453212.0,0.0,0.0,0.0,261442.0,2411061.0,1365255.0,1045806.0,0.0,288146.0,2.7529298981426003,0.9952843273231623,0.2320698112007545
54-2117989,2008,2009,"""9""","""""",939256.0,775129.0,59.0,2267.0,1716711.0,133400.0,805856.0,775129.0,59.0,0.0,0.0,2267.0,1857535.0,1388163.0,432858.0,36514.0,-140824.0,0.7817184691224304,0.4970342969036086,0.13259449717729022
54-2117989,2009,2010,"""9""","""""",1443481.0,1003693.0,4.0,3749.0,2450927.0,95045.0,1348436.0,1003693.0,4.0,0.0,0.0,3749.0,2292625.0,1536064.0,747959.0,8602.0,158302.0,0.8185116199438559,0.4402387031113306,0.07658261220185478
54-2117989,2010,2011,"""9""","""""",3030224.0,1544207.0,40.0,31449.0,4605920.0,626480.0,2403744.0,1544207.0,40.0,0.0,0.0,31449.0,3301296.0,2484252.0,665845.0,151199.0,1304624.0,0.9998363801908384,0.9106767457584574,0.16849690513253707
54-2117989,2011,2012,"""9""","""""",2468483.0,2557965.0,-330.0,38998.0,5065116.0,459432.0,2009051.0,2557965.0,-330.0,0.0,0.0,38998.0,4923606.0,4496444.0,337504.0,89658.0,141510.0,0.906516169028881,0.16945329847191423,0.17670713817418446
54-2117989,2012,2013,"""9""","""""",2275635.0,2317133.0,-33131.0,56999.0,4616636.0,456301.0,1819334.0,2317133.0,-33131.0,0.0,0.0,56999.0,4863445.0,3981126.0,815767.0,66552.0,-246809.0,0.4724428957040623,0.17484322338062228,0.19188212307593497
54-2117989,2013,2014,"""9""","""""",4532347.0,1023904.0,38.0,56502.0,5612791.0,336920.0,4195427.0,1023904.0,38.0,0.0,0.0,56502.0,5510194.0,4619552.0,811616.0,79026.0,102597.0,0.5036557659513015,0.49617770633315245,0.16764403141553377
54-2117989,2014,2015,"""9""","""coa""",3573980.0,2833457.0,10742.0,41559.0,6459738.0,638459.0,2935521.0,2833457.0,266.0,10476.0,0.0,41559.0,5839595.0,5027166.0,746822.0,65607.0,620143.0,0.1722565390867445,0.7694901378256797,0.17493907831483468
54-2117989,2016,2016,"""9""","""""",4932548.0,3793453.0,8640.0,0.0,8734641.0,935246.0,3997302.0,3793453.0,419.0,8221.0,0.0,0.0,7621424.0,6866158.0,684909.0,70357.0,1113217.0,1.2984081136341405,2.0878528576002964,0.1753716689891072
54-2117989,2017,2017,"""9""","""""",5477611.0,3390018.0,25110.0,0.0,8892739.0,1826209.0,3651402.0,3390018.0,30792.0,-5682.0,0.0,0.0,7387227.0,6523934.0,765343.0,97950.0,1505512.0,0.14787929429979124,1.627975164545109,0.17997766385337993
54-2117989,2018,2018,"""9""","""""",5278165.0,4035723.0,5211.0,0.0,9319099.0,1405136.0,3873029.0,4035723.0,5211.0,0.0,0.0,0.0,9397191.0,8033011.0,1274755.0,89425.0,-78092.0,0.1286443611423314,1.0680405704826514,0.18536589301207507
54-2117989,2019,2019,"""9""","""""",4829183.0,3857519.0,346222.0,0.0,9032924.0,872882.0,3956301.0,3857519.0,244885.0,0.0,101337.0,0.0,10443935.0,8955418.0,1331183.0,157334.0,-1411011.0,0.1065742058891242,0.8795551957161546,0.17337450146167346
54-2117989,2020,2020,"""9""","""""",5932605.0,3898862.0,623429.0,0.0,10454896.0,953406.0,4979199.0,3898862.0,99614.0,0.0,523815.0,0.0,10899422.0,9411826.0,1338108.0,149488.0,-444526.0,0.09190462970745367,0.7836969571525008,0.1763234346172412
56-2446296,2008,2009,"""9""","""""",868482.0,640076.0,0.0,0.0,1508558.0,0.0,868482.0,640076.0,0.0,0.0,0.0,0.0,1391713.0,822869.0,568844.0,null,116845.0,2.4576380024589457,1.8939094872898083,0.15763786233944024
56-2446296,2009,2010,"""9""","""""",916630.0,680579.0,0.0,0.0,1597209.0,47128.0,869502.0,680579.0,0.0,0.0,0.0,0.0,1510135.0,1036287.0,473848.0,null,87074.0,2.1695533853337094,1.3325338849250725,0.19497568983102817
56-2446296,2010,2011,"""9""","""""",907821.0,705191.0,0.0,0.0,1613012.0,0.0,907821.0,705191.0,0.0,0.0,0.0,0.0,1408171.0,741269.0,666902.0,null,204841.0,3.4938223002846587,1.4546286030625186,0.19484324333160905
56-2446296,2011,2012,"""9""","""""",942432.0,592053.0,0.0,0.0,1534485.0,0.0,942432.0,592053.0,0.0,0.0,0.0,0.0,1314740.0,867326.0,447414.0,null,219745.0,5.097452569418269,2.5917762155971684,0.1957935584395093
56-2446296,2012,2013,"""9""","""""",2629360.0,665978.0,0.0,9411.0,3304749.0,0.0,2629360.0,665978.0,0.0,0.0,0.0,9411.0,1407371.0,807990.0,599381.0,null,1897378.0,4.008649612662319,2.7737319138224446,0.19451648279237893
56-2446296,2013,2014,"""9""","""""",3028559.0,689475.0,0.0,3910.0,3721944.0,0.0,3028559.0,689475.0,0.0,0.0,0.0,3910.0,1687357.0,1097823.0,589534.0,null,2034587.0,4.469675271536974,2.896312480691424,0.2356827469610142
56-2446296,2014,2015,"""9""","""""",1783402.0,1001284.0,0.0,2139.0,2786825.0,0.0,1783402.0,1001284.0,0.0,0.0,0.0,2139.0,2603040.0,1799986.0,803054.0,0.0,183785.0,2.050300975260244,1.6961744954766171,0.2354071677982925
